speaker,vowel/frame,context,F1,F2
M1957,OR,george,418.8441402,1197.226009
M1957,OR,poured,530.2010512,728.1450895
M1957,OU,kosher,491.4467709,1119.596764
M1957,OU,crow,544.0606324,1130.879367
M1957,OU,stone,505.2852006,1301.64746
M1957,u,fuss,586.5469653,1049.484183
M1957,u,hug,560.0618265,1209.37801
M1957,u,rough,570.3143596,1320.423204
M1957,u,buzz,544.5689853,1003.021988
M1957,u,gull,602.2338734,1082.652765
M1957,u,mud,595.2125848,1051.433864
M1957,u,stuck,649.3159683,1220.525609
M1957,u,mutt,687.9887914,1315.536676
M1957,u,gully,531.349163,1267.897015
M1957,u,run,621.4069272,911.4984057
M1957,u,gum,550.1014171,863.6205366
M1957,UU,supermarket,314.1985218,1624.641179
M1957,UU,room,439.6003064,1294.087009
M1957,UU,food,389.5372093,1046.307056
M1953,ae,staff,741.1661615,1833.395602
M1953,ae,stack,577,1594.804922
M1953,ae,ham,615.108606,1651.797571
M1953,ae,lab,746.9607694,1394.023054
M1953,ae,pass,679.0603756,1712.65673
M1953,ae,valley,699.555467,1357.887887
M1953,ae,jazz,613.8094167,1391.279282
M1953,ae,bad,668.7952189,1580.619227
M1953,ae,pan,610.7190239,1705.882072
M1953,ae,rat,700,1550
M1953,ae,sal,686.955127,1411.724575
M1953,AI,buy,636.4156372,1170.249685
M1953,AI,mike,613.8943862,1303.757617
M1953,AI,mike,579.0438935,1376.968496
M1953,e,bet,576.4754245,1826.63044
M1953,e,bed,549.5583896,2042.760244
M1953,e,pen,559.845396,2054.636232
M1953,e,says,537.3013822,1734.163695
M1953,e,sell,578.6915839,1691.984693
M1953,e,neck,535.1140496,1928.074332
M1953,e,belly,579.6366204,1385.355557
M1953,e,stef,564.9926102,1523.627046
M1953,e,beg,557.8190826,1968.712231
M1953,e,jess,568.0059342,1621.132762
M1953,e,gem,527.1632773,1925.200293
M1953,EI,make,465.5729294,2216.010365
M1953,EI,make,410.3533742,2079
M1953,EI,game,381.049024,2079.221143
M1953,EI,play,361.0167765,2066.891257
M1953,I,bit,448.984779,1771.114953
M1953,II,sleep,329.1442082,2066.64999
M1953,II,beleive,262.3582139,2219.853981
M1953,II,easy,309.8655206,2159.311192
M1953,II,keeps,263.652344,2234.804052
M1953,II,clean,352.09173,2140.978156
M1953,II,treat,348.8805895,1971.166006
M1953,o,mall,470.3556091,830.8633388
M1953,o,loss,626.1111686,1045.189716
M1953,o,knob,477.0926462,976.5902125
M1953,o,sock,605.0073532,1063.388179
M1953,o,nod,619.7780467,1072.246049
M1953,o,holly,658.6962198,963.9727149
M1953,o,gone,458.5939622,1032.254178
M1953,o,soft,637.2753798,1068.655573
M1953,o,mom,498.7040246,1097.304969
M1953,o,lot,664.0139974,1143.555404
M1953,OR,door,511.3552951,999.071767
M1953,OR,george,476.1525317,1005.528048
M1953,OR,poured,475.7800602,922.9511083
M1953,OU,kosher,418.1045658,989.6357493
M1953,OU,crow,539.5344276,1050.933399
M1953,OU,stone,464.9445733,1087.363313
M1953,u,fuss,633.5622998,1264.822144
M1953,u,hug,617.9442289,1262.466733
M1953,u,rough,609.4696004,1244.535574
M1953,u,buzz,620.0256862,1181.535521
M1953,u,gull,552.6347303,1134.580222
M1953,u,mud,587.4746329,1246.946102
M1953,u,stuck,682.4688234,1306.795792
M1953,u,mutt,516.6381965,1158.92768
M1953,u,gully,614.9331703,1238.188831
M1953,u,run,541.6546353,1203.56672
M1953,u,gum,553.7289718,1192.189862
M1953,UU,supermarket,350,582
M1953,UU,room,339.857879,1217.747324
M1953,UU,food,357.6265373,968.4226644
M1949e,ae,staff,694.0112918,1617.301548
M1949e,ae,stack,836.025586,1645.767319
M1949e,ae,ham,785.4989636,1729.083632
M1949e,ae,lab,653.2028545,1300.232635
M1949e,ae,pass,706.524331,1329.776095
M1949e,ae,valley,786.460366,1432.483212
M1949e,ae,jazz,736.2213117,1648.27747
M1949e,ae,bad,685.5694134,1474.045083
M1949e,ae,pan,651.759622,1589.193159
M1949e,ae,rat,829.1902998,1650
M1949e,AI,buy,638.8571595,1433.089744
M1949e,AI,mike,515,1350
M1949e,AI,mike,620.7469507,1300.92609
M1949e,e,bet,572.5476457,1664.258373
M1949e,e,bed,549.7755217,1534.04396
M1949e,e,pen,561.1131376,1792.561408
M1949e,e,says,538.7403143,1674.711908
M1949e,e,sell,609.0756723,1335.857216
M1949e,e,neck,598.1737267,1647.286675
M1949e,e,belly,640.2159774,1591.762605
M1949e,e,stef,657.4503083,1812.882972
M1949e,e,beg,562.9299769,1739.937686
M1949e,e,jess,629.4898829,1690.599176
M1949e,e,gem,550.1116687,1663.187276
M1949e,EI,make,450.2400998,1390.142596
M1949e,EI,make,465.5159178,1745.049382
M1949e,EI,game,408.433254,1603.913944
M1949e,EI,play,456.3692785,1609.049422
M1949e,I,bit,474.8367206,1756.852753
M1949e,II,sleep,320.7952051,2028.569285
M1949e,II,believe,378.8640608,1731.553407
M1949e,II,easy,347.2309256,2000.60363
M1949e,II,keeps,293.6512061,2217.161001
M1949e,II,clean,328,1980
M1949e,II,treat,385.8583618,1784.375243
M1949e,o,mall,568.9413393,806.4731527
M1949e,o,loss,623.0125893,971.0433382
M1949e,o,knob,670.9087023,1082.131075
M1949e,o,sock,674.0089698,1006.96026
M1949e,o,cause,589.7461533,1038.037738
M1949e,o,nod,671.1365205,999.5442658
M1949e,o,holly,601.7005467,950.9788328
M1949e,o,gone,547.1644926,938.2569647
M1949e,o,soft,646.6067246,1049.517739
M1949e,o,mom,650.6698165,939.8857109
M1949e,o,lot,646.0836356,1113.819667
M1949e,OR,door,501.0802134,1190.632934
M1949e,OR,george,426.5804729,1159.941808
M1949e,OR,poured,473.1341999,843.3650227
M1949e,OU,kosher,430.3964035,1063.347687
M1949e,OU,crow,519.8430239,1065.464984
M1949e,OU,stone,552.8165526,1317.146331
M1949e,u,fuss,665.6274009,1154.442371
M1949e,u,hug,581.2067856,1284.599122
M1949e,u,rough,633.0718249,1200.943021
M1949e,u,buzz,617.946219,1202.372314
M1949e,u,gull,573.8099386,1059.138607
M1949e,u,mud,671.3418635,1238.843555
M1949e,u,stuck,693.3620518,1332.861855
M1949e,u,mutt,632.7147356,1325.857632
M1949e,u,gully,669.6141849,1180.247229
M1949e,u,run,564.5762583,1308.308538
M1949e,u,gum,700.7542004,1257.267292
M1949e,UU,blues,390,1230
M1949e,UU,room,425.7009094,1329.911134
M1949e,UU,food,399.8105394,817.4735799
M1949d,ae,lab,658.2154696,1437.376702
M1949d,ae,bad,724.6998005,1645.192774
M1949d,ae,jazz,757.2585555,1584.530771
M1949d,ae,pan,783.6958877,1762.403895
M1949d,ae,ham,647,1730
M1949d,ae,valley,722.1343088,1384.503813
M1949d,ae,sal,748.3204743,1570.050938
M1949d,ae,stack,735.2307295,1593.072466
M1949d,ae,rat,768.9236941,1672.220803
M1949d,ae,staff,749.1993335,1408.967476
M1949d,ae,pass,715.5961002,1504.582836
M1949d,AI,buy,798.6640056,1127.359213
M1949d,AI,mike,580.5247319,1217.811776
M1949d,AI,mike,960.4976422,1316.565687
M1949d,e,bed,574.9768074,1734.590089
M1949d,e,beg,536.5852232,1812.432512
M1949d,e,says,538.5044052,1684.794329
M1949d,e,pen,589.1239891,1808.649958
M1949d,e,gem,581.9090851,1783.371059
M1949d,e,belly,585.1140516,1414.943761
M1949d,e,sell,595.6726052,1528.056761
M1949d,e,bet,607.8133154,1738.510064
M1949d,e,neck,692.1920572,1764.571723
M1949d,e,stef,673.057308,1596.777242
M1949d,e,jess,645.0041359,1673.139234
M1949d,EI,make,497.7415099,1746.492713
M1949d,EI,make,418.1035149,1850.126298
M1949d,EI,game,433.887113,2152.177026
M1949d,EI,play,455.3036196,1368.404956
M1949d,I,bit,489.9795532,1785.720691
M1949d,II,sleep,321.909693,2200
M1949d,II,believe,262,2197
M1949d,II,easy,250,2110
M1949d,II,keeps,304.3144503,2090.329941
M1949d,II,clean,339.9906589,1855.898991
M1949d,II,treat,230,2120
M1949d,o,knob,579.7994294,1027.61815
M1949d,o,nod,663.4264164,1078.427478
M1949d,o,cause,592.2370767,1042.2855
M1949d,o,gone,692,1004.467849
M1949d,o,mom,601.404659,896.329177
M1949d,o,holly,544.0412161,946.1044061
M1949d,o,mall,608.7235701,958.1428121
M1949d,o,sock,591.6978771,1068.598075
M1949d,o,lot,626.5862353,1096.381432
M1949d,o,loss,614.0770701,1000.267919
M1949d,o,soft,608.403942,999.110488
M1949d,OR,door,442.9302739,1082.638331
M1949d,OR,george,421.5533141,1069.366789
M1949d,OR,poured,461.7807681,858.2344762
M1949d,OU,kosher,447.5859311,1060.801089
M1949d,OU,crow,531.9025109,1026.917681
M1949d,OU,stone,529.0522057,1285.945678
M1949d,u,hug,639.1538231,1229.950482
M1949d,u,mud,591.7393549,1146.065817
M1949d,u,buzz,589.0535145,1142.549666
M1949d,u,run,603.8087231,1227.36707
M1949d,u,gum,591.1558994,1247.458879
M1949d,u,gully,595.2028412,1165.76329
M1949d,u,gull,595.8651494,1103.076581
M1949d,u,stuck,670.8627493,1307.27156
M1949d,u,mutt,634.5584001,1147.139642
M1949d,u,fuss,613.5514414,1113.02333
M1949d,u,rough,589.2857238,1259.058749
M1949d,UU,supermarket,348.1431061,1350.540054
M1949d,UU,room,296.5986882,1108.55677
M1949d,UU,food,335.1724375,985.5634327
M1949c,ae,staff,750.2592962,1671.321444
M1949c,ae,stack,735.2442966,1649.609092
M1949c,ae,ham,706.8307438,1713.663848
M1949c,ae,lab,721.9434766,1423.105255
M1949c,ae,pass,803.2261575,1593.873226
M1949c,ae,valley,768.6490215,1546.089862
M1949c,ae,jazz,745.4419073,1638.789043
M1949c,ae,bad,718.4376731,1614.418954
M1949c,ae,pan,719.0461021,1875.170046
M1949c,ae,rat,840.6712805,1655.490456
M1949c,ae,sal,606.6611199,1559.28188
M1949c,AI,buy,699.4521161,1062.047733
M1949c,AI,mike,689.1958299,1418.614638
M1949c,AI,mike,687.9414986,1542.751337
M1949c,e,bet,581.7020398,1889.267524
M1949c,e,bed,567.3683821,1884.930452
M1949c,e,pen,592.9383956,1892.797096
M1949c,e,says,529.8512079,1767.336169
M1949c,e,sell,665.333676,1290.908343
M1949c,e,neck,590.9549441,1778.030471
M1949c,e,belly,596.5089059,1312.162648
M1949c,e,stef,653.1972026,1713.345087
M1949c,e,beg,567.8648659,1892.126533
M1949c,e,jess,597.3276797,1922.160179
M1949c,e,gem,479.1438336,2010.069125
M1949c,EI,make,442.5656991,1824.287203
M1949c,EI,make,485.3602498,1722.359223
M1949c,EI,game,393.3866456,2346.516104
M1949c,EI,play,452.7569954,2083.093619
M1949c,I,bit,467.653068,1856.432097
M1949c,II,sleep,297.4062446,1784.233569
M1949c,II,believe,293.7548499,2414.128977
M1949c,II,easy,270.2913391,2494.217659
M1949c,II,keeps,268.3492445,2399.850041
M1949c,II,clean,368.5938037,1818.451235
M1949c,II,treat,324.8854518,2254.759819
M1949c,o,mall,629.0460553,910.1436049
M1949c,o,loss,665.983515,906.5272269
M1949c,o,knob,701.9452949,1145.000068
M1949c,o,sock,747.8056908,1014.990138
M1949c,o,cause,706.6311448,1079.102064
M1949c,o,nod,780.4616672,1100.610163
M1949c,o,holly,624.6422973,932.6143457
M1949c,o,gone,600.8682867,969.0567092
M1949c,o,soft,634.6106048,1066.686974
M1949c,o,mom,661.4295777,1039.960549
M1949c,o,lot,670.1646646,1048.302482
M1949c,OR,door,539.0666765,744.3580742
M1949c,OR,george,498.6544626,1345.924398
M1949c,OR,poured,475.5792455,876.5133104
M1949c,OU,kosher,454.0295433,1035.04616
M1949c,OU,crow,497.564929,1051.153592
M1949c,OU,stone,614.4078182,1431.073288
M1949c,u,fuss,653.334339,1281.307239
M1949c,u,hug,681.3670376,1517.555031
M1949c,u,rough,630.0897179,1226.409804
M1949c,u,buzz,677.5895211,1321.103002
M1949c,u,gull,566.7164538,1017.761036
M1949c,u,mud,655.3861778,1425.758057
M1949c,u,stuck,704.5997924,1529.874036
M1949c,u,mutt,632.4188087,1257.12657
M1949c,u,gully,575.226243,1173.733964
M1949c,u,run,591.6338149,1312.78927
M1949c,u,gum,592.3914834,1282.936907
M1949c,UU,supermarket,329.0970348,2321.161935
M1949c,UU,room,339.6715244,1099.376393
M1949c,UU,food,335.8321008,1076.185315
M1949b,ae,staff,661.7976361,1478.205939
M1949b,ae,stack,723.3624656,1559.59964
M1949b,ae,ham,575.1807701,1452.98588
M1949b,ae,lab,661.5797819,1551.461062
M1949b,ae,pass,575.5037063,1463.336671
M1949b,ae,valley,564.1451296,1337.362065
M1949b,ae,jazz,608.0226169,1572.758767
M1949b,ae,bad,600.6586637,1559.488552
M1949b,ae,pan,599.2892754,1804.078656
M1949b,ae,rat,632.6892364,1552.757357
M1949b,ae,sal,632.4204665,1419.545819
M1949b,AI,buy,594.4974531,1149.163131
M1949b,AI,mike,576.5831172,1359.448139
M1949b,AI,mike,566.1045895,1199.722968
M1949b,e,bet,534.2126882,1661.467912
M1949b,e,bed,503.4020267,1744.594025
M1949b,e,pen,540.1629497,1857.03115
M1949b,e,says,508.1343778,1664.591963
M1949b,e,sell,533.4588486,1594.967453
M1949b,e,neck,589.0543228,1819.149516
M1949b,e,belly,566.2235354,1509.185694
M1949b,e,stef,565.9641227,1726.695423
M1949b,e,beg,504.0914632,1876.055335
M1949b,e,jess,540.1142758,1624.09993
M1949b,e,gem,462.4267343,1745.761851
M1949b,EI,make,437.0107084,1238.406691
M1949b,EI,make,464.1657526,1612.600774
M1949b,EI,game,408.2207457,1940.955318
M1949b,EI,play,455.5787979,1602.424575
M1949b,I,bit,457.1795398,1513.842594
M1949b,II,sleep,306.3071733,1891.06815
M1949b,II,beleive,350.4337181,1923.31743
M1949b,II,easy,294.2715818,1984.5097
M1949b,II,keeps,348.4029434,2127.376754
M1949b,II,clean,344.0419202,1917.110973
M1949b,II,treat,347.2052359,2030.457017
M1949b,o,mall,572.8966826,891.0644829
M1949b,o,loss,589.6337753,1148.588242
M1949b,o,knob,590.2859378,1164.506339
M1949b,o,sock,578.3121199,1201.368943
M1949b,o,cause,571.7490882,1189.452367
M1949b,o,nod,611.9507042,1262.642635
M1949b,o,holly,636.9157453,1002.863488
M1949b,o,gone,561.4501173,1149.325653
M1949b,o,soft,597.4460861,1197.209265
M1949b,o,mom,598.2776074,1184.614894
M1949b,o,lot,597.2135987,1190.897261
M1949b,OR,door,457.5790619,1229.638155
M1949b,OR,george,470.3814316,979.0410089
M1949b,OR,poured,471.322084,881.1696355
M1949b,OU,kosher,472.6594453,958.6666844
M1949b,OU,crow,547.2487384,855.6315317
M1949b,OU,stone,498.2234389,1216.841845
M1949b,u,fuss,608.3247704,1113.412572
M1949b,u,hug,549.0430661,1217.89211
M1949b,u,rough,585.6496792,1168.50867
M1949b,u,buzz,585.933494,1257.490821
M1949b,u,gull,588.7416446,1143.443378
M1949b,u,mud,568.1768988,1170.953765
M1949b,u,stuck,629.4831988,1228.835452
M1949b,u,mutt,595.6431842,1229.841775
M1949b,u,gully,568.7209653,1319.634818
M1949b,u,run,506.8490176,1196.71102
M1949b,u,gum,581.6337914,1222.889695
M1949b,UU,supermarket,400,1120
M1949b,UU,room,425.5863503,1084.452606
M1949b,UU,food,359.2363619,1002.977401
M1949a,ae,staff,668.3683582,1506.609612
M1949a,ae,stack,684.2221946,1474.950154
M1949a,ae,ham,667.1015262,1414.200947
M1949a,ae,lab,677.9446529,1398.43565
M1949a,ae,pass,651.9476391,1327.998419
M1949a,ae,valley,684.3286066,1447.86877
M1949a,ae,jazz,583.9290235,1589.543974
M1949a,ae,bad,669.311774,1411.934163
M1949a,ae,pan,636.265329,1489.077923
M1949a,ae,rat,678.1117209,1418.59739
M1949a,ae,sal,674.7306377,1308.344989
M1949a,AI,buy,698.7237704,1004.064808
M1949a,AI,mike,661.0384847,1282.433168
M1949a,AI,mike,573.0695843,1549.62603
M1949a,e,bet,592.1198407,1513.256389
M1949a,e,bed,591.9461675,1540.342065
M1949a,e,pen,633.7584167,1609.780664
M1949a,e,says,600.2340032,1574.931657
M1949a,e,sell,568.6549186,1593.163029
M1949a,e,neck,675.0023704,1485.970698
M1949a,e,belly,557.3135545,1473.122119
M1949a,e,stef,657.6480021,1498.289234
M1949a,e,beg,618.8705738,1613.282901
M1949a,e,jess,622.4059541,1507.259955
M1949a,e,gem,479.6240971,1642.470003
M1949a,EI,make,538.8289497,1732.623735
M1949a,EI,make,558.4970857,1689.289871
M1949a,EI,game,506.4268207,1765.168082
M1949a,EI,play,567.675099,1616.790373
M1949a,I,bit,410.2009573,1611.506295
M1949a,II,sleep,400.5410084,1657.033524
M1949a,II,believe,320.5076342,1891.666257
M1949a,II,easy,336.1479576,1888.030599
M1949a,II,keeps,312.5657108,1920.551748
M1949a,II,clean,446.8724089,1886.615816
M1949a,II,treat,348.4400826,1836.619403
M1949a,o,mall,606.0245293,874.8144719
M1949a,o,loss,661.8344847,915.0087753
M1949a,o,knob,632.4035016,949.631951
M1949a,o,sock,660.9083659,936.977803
M1949a,o,cause,612.2023772,1047.789869
M1949a,o,nod,670.9220925,962.162862
M1949a,o,holly,609.9986056,902.3932724
M1949a,o,gone,668.6892739,969.618282
M1949a,o,soft,636.6449213,958.9259356
M1949a,o,calm,596.0395366,948.5102135
M1949a,o,lot,643.1519487,936.8970729
M1949a,OR,door,579.9097651,1024.504326
M1949a,OR,george,473.3616615,1216.711986
M1949a,OR,pour,625,1035
M1949a,OU,kosher,483,992
M1949a,OU,crow,500,945
M1949a,OU,stone,440,1400
M1949a,u,fuss,637.009169,1280.84892
M1949a,u,hug,630.873443,1270.747711
M1949a,u,rough,650.032836,1236.16651
M1949a,u,buzz,632.6232707,1251.611977
M1949a,u,gull,666.2273745,1030.103303
M1949a,u,mud,648.2336555,1312.974446
M1949a,u,stuck,662.6171207,1260.371226
M1949a,u,mutt,661.289589,1273.647821
M1949a,u,gully,637.0124355,1062.021594
M1949a,u,run,655.3727262,1391.884813
M1949a,u,gum,653.6360379,1290.68955
M1949a,UU,supermarket,350.4085992,1383.562944
M1949a,UU,room,468.9286999,1410.867386
M1949a,UU,food,373.2834679,1551.700616
M1943,ae,staff,788.3158093,1588.586561
M1943,ae,stack,790.1432539,1703.906746
M1943,ae,ham,736.8937639,1808.34884
M1943,ae,lab,735.947402,1656.098637
M1943,ae,pass,800.9151944,1645.436076
M1943,ae,valley,780.9915626,1486.664577
M1943,ae,jazz,756.0193881,1620.295814
M1943,ae,bad,738.8541661,1648.847258
M1943,ae,pan,714.371127,1808.799542
M1943,ae,rat,884.1971035,1733.592901
M1943,ae,sal,808.9948133,1634.005292
M1943,AI,buy,850.789226,1023.321914
M1943,AI,mike,808.6310955,1341.205554
M1943,AI,mike,849.0996582,1407.95043
M1943,e,bet,611.4399028,1763.160853
M1943,e,bed,564.8857557,1821.621709
M1943,e,pen,665.4895494,1889.394684
M1943,e,says,613.8850503,1818.365209
M1943,e,sell,646.4843391,1714.537158
M1943,e,neck,664.5889837,1860.396885
M1943,e,belly,626.9574682,1699.59828
M1943,e,stef,645.0889888,1688.198904
M1943,e,beg,596.1507092,1867.154309
M1943,e,jess,632.5631568,1795.192494
M1943,e,gem,588.7877672,1881.861575
M1943,EI,make,602.2142808,1612.303449
M1943,EI,make,544.7616272,1748.150818
M1943,EI,game,523.6988813,2003.014247
M1943,EI,play,488.295815,1821.966952
M1943,I,bit,454.097196,1946.57983
M1943,II,sleep,324.428562,2133.382643
M1943,II,believe,314.6544766,2322.462862
M1943,II,easy,312.2022636,2410.209009
M1943,II,keeps,296.3503724,2273.700814
M1943,II,clean,393.6100475,2222.251249
M1943,II,treat,337.9703396,2234.907132
M1943,o,mall,770.9381733,928.2980719
M1943,o,loss,732.3994536,1024.479114
M1943,o,knob,844.4722237,1182.529019
M1943,o,sock,857.6548947,1112.812322
M1943,o,cause,785.4351174,991.8614654
M1943,o,nod,770.0091566,1113.223232
M1943,o,holly,715.6080006,1056.902607
M1943,o,gone,897.6791449,1062.484635
M1943,o,soft,833.5989648,1028.713922
M1943,o,mom,888.3973545,963.0263384
M1943,o,lot,774.9353742,1089.854659
M1943,OR,door,398.9030606,715.8303029
M1943,OR,george,761.2675734,1359.917083
M1943,OR,poured,572.203704,2183.829149
M1943,OU,kosher,635.9890791,1108.160833
M1943,OU,crow,852.3045643,1997.232388
M1943,OU,stone,640.445611,1392.929292
M1943,u,fuss,728.5255114,1194.381897
M1943,u,hug,719.8613829,1252.155275
M1943,u,rough,760.2509793,1219.903074
M1943,u,buzz,732.4746045,1153.110088
M1943,u,gull,681.0705102,1060.556166
M1943,u,mud,714.4954588,1250.307448
M1943,u,stuck,761.1777221,1257.448743
M1943,u,mutt,840.6605948,1210.394579
M1943,u,gully,708.1273978,1204.647467
M1943,u,run,768.6239947,1242.968714
M1943,u,gum,677.0197831,1314.424066
M1943,UU,supermarket,359.4823817,1637.169136
M1943,UU,room,720.9001753,2027.364902
M1943,UU,food,401.1142004,878.1321686
M1940,ae,staff,856.3111237,1470.914865
M1940,ae,stack,717.0493412,1541.010045
M1940,ae,ham,512.1770315,1693.183622
M1940,ae,lab,760.3521066,1501.102339
M1940,ae,pass,722.986192,1576.630441
M1940,ae,valley,490.2208235,1002.112074
M1940,ae,jazz,676.1195065,1563.614348
M1940,ae,bad,677.9383509,1582.092496
M1940,ae,pan,396.3967205,1720.60403
M1940,ae,rat,651.5393285,1495.814512
M1940,ae,sal,622.6094893,1508.642035
M1940,AI,buy,758.2355402,1377.747561
M1940,AI,mike,551.3566713,1278.636114
M1940,AI,mike,519.3144298,1202.232134
M1940,e,bet,484.8367683,1734.589573
M1940,e,bed,432.3278607,1795.790494
M1940,e,pen,252.0565637,1894.749486
M1940,e,says,439.0453082,1719.952162
M1940,e,sell,545.5534243,1468.953382
M1940,e,neck,592.3704535,1664.309882
M1940,e,says,398.3061641,1806.347273
M1940,e,belly,547.7447738,1142.312717
M1940,e,stef,609.0217553,1527.646032
M1940,e,beg,505.9318133,1717.911178
M1940,e,jess,489.5475067,1560.310973
M1940,e,gem,403.9817015,1736.863274
M1940,EI,make,353.8877052,1779.312374
M1940,EI,make,377.7696954,1790.395519
M1940,EI,game,356.03612,2155.173935
M1940,EI,play,437.5787392,1755.074734
M1940,I,bit,475.9513583,1814.199011
M1940,II,sleep,309.6156986,1935.578199
M1940,II,believe,301.8018867,1896.178751
M1940,II,easy,275.498803,2006.743532
M1940,II,keeps,218.0513723,1917.297536
M1940,II,clean,317.9834447,1951.641374
M1940,II,treat,306.4924054,2075.652354
M1940,o,mall,541.4122268,847.0767667
M1940,o,loss,697.0955955,1192.624318
M1940,o,knob,747.825099,984.7535652
M1940,o,sock,610.38159,1071.988775
M1940,o,cause,683.2002589,984.3865385
M1940,o,nod,659.2496564,1052.59659
M1940,o,holly,531.300037,814.4955455
M1940,o,gone,549.3886345,1089.894731
M1940,o,soft,648.1857396,1100.767844
M1940,o,mom,645.2603334,1124.758716
M1940,o,lot,629.9004692,1129.968487
M1940,OR,door,442.1971826,1119.23903
M1940,OR,george,275,1120
M1940,OR,pour,426.9847161,1087.357101
M1940,OU,kosher,376.8165114,1035.297919
M1940,OU,crow,508.6072113,953.3589289
M1940,OU,stone,571.1384957,1225.112009
M1940,u,fuss,704.321372,1144.784804
M1940,u,hug,570.5281213,1175.148462
M1940,u,rough,625.4297117,1156.313546
M1940,u,buzz,684.1058722,1281.93475
M1940,u,gull,509.2233684,975.8857411
M1940,u,mud,577.9467144,1281.833861
M1940,u,stuck,695.310375,1263.089171
M1940,u,mutt,652.8944484,1261.466542
M1940,u,gully,578.1035769,1253.586939
M1940,u,run,418.4315941,1154.992846
M1940,u,gum,526.2901793,1230.801515
M1940,UU,supermarket,306.1359355,1985.581406
M1940,UU,room,512.8267122,1256.867231
M1940,UU,food,356.7809469,883.4402561
F1991,ae,staff,927.4820198,1613.703655
F1991,ae,stack,877.3809683,1309.013776
F1991,ae,ham,785.4102045,1902.426901
F1991,ae,lab,880.263528,1664.952343
F1991,ae,pass,851.6869212,1496.613194
F1991,ae,valley,969.6273244,1514.996298
F1991,ae,jazz,907.3726679,1489.274554
F1991,ae,bad,969.3817769,1570.469719
F1991,ae,pan,796.4043444,1225.177376
F1991,ae,rat,1033.499553,1630.504157
F1991,ae,sal,970.3094167,1496.64976
F1991,AI,buy,878.3145552,1339.063695
F1991,AI,mike,752.6997948,1595.8404
F1991,AI,mike,751.2572968,1584.431417
F1991,e,bet,828.0977843,1955.175361
F1991,e,bed,819.7830098,2006.786592
F1991,e,pen,796.4182477,2188.115346
F1991,e,says,806.928291,1941.486147
F1991,e,sell,840.4712741,1375.987983
F1991,e,neck,785.5840327,1948.436549
F1991,e,belly,790.1181015,1378.57174
F1991,e,stef,713.6370989,2023.677286
F1991,e,beg,780.5006874,2028.901048
F1991,e,jess,902.2766702,1700.526923
F1991,e,gem,612.1996401,2136.390926
F1991,EI,make,640.9298143,2221.084213
F1991,EI,make,629.8214891,2281.629729
F1991,EI,game,467.3978258,2525.515913
F1991,EI,play,569.4791496,2123.214577
F1991,I,bit,671.9614928,1871.892729
F1991,II,sleep,427.1714047,2168.893621
F1991,II,believe,447.7715147,2487.429511
F1991,II,easy,471.4413157,2438.258181
F1991,II,eat,413.466395,2713.882125
F1991,II,clean,445.4242583,2019.575874
F1991,II,treat,414.4604759,2586.237361
F1991,o,mall,791.7609787,1129.774373
F1991,o,loss,838.133081,1220.284839
F1991,o,knob,877.3930233,1363.196528
F1991,o,sock,846.806263,1193.952982
F1991,o,nod,851.7573527,1332.03659
F1991,o,gone,841.2541266,1215.900577
F1991,o,soft,819.2986995,1114.35331
F1991,o,mom,830.6363451,1178.983455
F1991,o,lot,834.4003273,1255.759359
F1991,OR,door,683.0894665,1309.490125
F1991,OR,george,551.7073813,1046.755576
F1991,OR,pour,639.6718462,1130.299608
F1991,OU,kosher,550.0917145,1205.611565
F1991,OU,crow,682.4007365,1319.080261
F1991,OU,stone,746.4296875,1322.011739
F1991,u,fuss,898.4160218,1477.317032
F1991,u,hug,788.5140518,1511.742923
F1991,u,rough,863.6509515,1478.725947
F1991,u,buzz,766.3058454,1630.983867
F1991,u,gull,739.5854024,1145.446412
F1991,u,mud,774.0578347,1498.881046
F1991,u,stuck,900.7270235,1624.600041
F1991,u,mutt,856.3343405,1310.354915
F1991,u,gully,778.4917706,1190.853228
F1991,u,run,758.7972683,1624.764713
F1991,u,gum,816.746448,1408.466658
F1991,UU,supermarket,427.3637249,2401.747735
F1991,UU,room,535.5951609,1511.599572
F1991,UU,food,471.697929,1416.760433
F1989,ae,staff,1169.22938,1674.578314
F1989,ae,pass,1173.182503,1668.501578
F1989,ae,stack,1168.995051,1775.131991
F1989,ae,rat,1225.842917,1666.884345
F1989,ae,sal,1149.75159,1655.412246
F1989,ae,valley,1103.061269,1626.157271
F1989,ae,ham,1022,1713
F1989,ae,pan,1153.144653,1801.92959
F1989,ae,jazz,1174.628599,1758.760269
F1989,ae,lab,1095.417382,1650.409622
F1989,ae,bad,1230.528934,1785.147308
F1989,AI,buy,1121.25848,1612.452604
F1989,AI,mike,985.2300797,1858.717138
F1989,AI,mike,780,1650
F1989,e,stef,1031.397439,1940.665596
F1989,e,jess,1006.659874,1824.202151
F1989,e,bet,932.0741746,1987.809156
F1989,e,neck,1028.879925,2050.763761
F1989,e,sell,943.2282945,1803.524134
F1989,e,belly,879.9969198,1851.964894
F1989,e,gem,1081.072161,1917.15772
F1989,e,pen,955.8608178,2046.795311
F1989,e,says,898.8704014,1957.472678
F1989,e,bed,896.6488556,1964.425253
F1989,e,beg,844.0711094,2073.199487
F1989,EI,make,655.9174741,2091.245176
F1989,EI,make,556.0026088,2469.78856
F1989,EI,game,482.085026,2727.373015
