Stimulus	Response	Subject	Gender	Age	Outlier	u	ae	o	e	F1	F2	F1_u	F2_u	F1_o	F2_o	F1_e	F2_e	F1_ae	F2_ae
55	ae	F1988b	F	Y		0	1	0	0	800	1300	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
54	e	F1988b	F	Y		0	0	0	1	800	1650	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
53	u	F1988b	F	Y		1	0	0	0	950	1350	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
52	ae	F1988b	F	Y		0	1	0	0	950	1900	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
51	ae	F1988b	F	Y		0	1	0	0	900	1750	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
50	e	F1988b	F	Y		0	0	0	1	750	1550	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
49	o	F1988b	F	Y	2	0	0	1	0	800	1550	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
48	ae	F1988b	F	Y		0	1	0	0	950	1850	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
47	ae	F1988b	F	Y		0	1	0	0	850	1300	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
46	e	F1988b	F	Y	2	0	0	0	1	700	1750	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
45	e	F1988b	F	Y		0	0	0	1	750	1900	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
44	ae	F1988b	F	Y		0	1	0	0	950	1950	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
43	ae	F1988b	F	Y		0	1	0	0	950	1300	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
42	e	F1988b	F	Y		0	0	0	1	800	1850	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
41	ae	F1988b	F	Y		0	1	0	0	850	1200	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
40	e	F1988b	F	Y		0	0	0	1	700	1550	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
39	ae	F1988b	F	Y		0	1	0	0	850	1350	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
38	e	F1988b	F	Y		0	0	0	1	750	1700	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
37	u	F1988b	F	Y		1	0	0	0	950	1200	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
36	ae	F1988b	F	Y		0	1	0	0	800	1450	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
35	ae	F1988b	F	Y		0	1	0	0	950	1700	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
34	ae	F1988b	F	Y		0	1	0	0	850	1950	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
33	e	F1988b	F	Y		0	0	0	1	800	1750	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
32	ae	F1988b	F	Y		0	1	0	0	900	1400	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
31	e	F1988b	F	Y		0	0	0	1	750	1650	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
30	ae	F1988b	F	Y		0	1	0	0	950	1450	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
29	e	F1988b	F	Y		0	0	0	1	700	1850	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
28	ae	F1988b	F	Y		0	1	0	0	850	1600	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
27	o	F1988b	F	Y		0	0	1	0	700	1300	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
26	e	F1988b	F	Y		0	0	0	1	700	1800	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
25	u	F1988b	F	Y		1	0	0	0	900	1300	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
24	ae	F1988b	F	Y		0	1	0	0	900	1950	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
23	ae	F1988b	F	Y		0	1	0	0	900	1550	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
22	e	F1988b	F	Y		0	0	0	1	800	1900	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
21	e	F1988b	F	Y		0	0	0	1	700	1950	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
20	ae	F1988b	F	Y		0	1	0	0	950	1650	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
19	e	F1988b	F	Y	2	0	0	0	1	700	1700	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
18	ae	F1988b	F	Y		0	1	0	0	900	1900	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
17	u	F1988b	F	Y		1	0	0	0	800	1350	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
16	ae	F1988b	F	Y		0	1	0	0	950	1800	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
15	u	F1988b	F	Y	1	1	0	0	0	900	1250	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
14	ae	F1988b	F	Y		0	1	0	0	950	1600	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
13	u	F1988b	F	Y		1	0	0	0	750	1350	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
12	ae	F1988b	F	Y		0	1	0	0	800	1200	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
11	e	F1988b	F	Y		0	0	0	1	800	1600	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
10	e	F1988b	F	Y		0	0	0	1	850	1850	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
9	u	F1988b	F	Y	2	1	0	0	0	800	1400	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
8	e	F1988b	F	Y		0	0	0	1	750	1850	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
7	ae	F1988b	F	Y	1	0	1	0	0	900	1650	573.057	1305.919	536.137	1100.04	534.273	1605.746	607.086	1444.045
102	ae	F1989	F	Y		0	1	0	0	950	1550	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
101	o	F1989	F	Y		0	0	1	0	850	1400	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
100	e	F1989	F	Y		0	0	0	1	750	1400	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
99	u	F1989	F	Y		1	0	0	0	950	1400	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
98	ae	F1989	F	Y		0	1	0	0	900	1850	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
97	u	F1989	F	Y		1	0	0	0	750	1450	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
96	o	F1989	F	Y		0	0	1	0	800	1250	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
95	ae	F1989	F	Y		0	1	0	0	900	1350	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
94	o	F1989	F	Y		0	0	1	0	750	1200	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
93	e	F1989	F	Y	1	0	0	0	1	700	1600	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
92	e	F1989	F	Y		0	0	0	1	850	1450	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
91	e	F1989	F	Y		0	0	0	1	800	1500	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
90	ae	F1989	F	Y		0	1	0	0	850	1900	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
89	e	F1989	F	Y		0	0	0	1	700	1450	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
88	u	F1989	F	Y		1	0	0	0	850	1700	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
87	o	F1989	F	Y		0	0	1	0	900	1500	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
86	o	F1989	F	Y		0	0	1	0	950	1250	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
85	ae	F1989	F	Y		0	1	0	0	850	1800	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
84	ae	F1989	F	Y		0	1	0	0	850	1500	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
83	ae	F1989	F	Y		0	1	0	0	900	1450	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
82	ae	F1989	F	Y		0	1	0	0	950	1500	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
81	e	F1989	F	Y		0	0	0	1	750	1800	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
80	o	F1989	F	Y		0	0	1	0	750	1250	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
79	e	F1989	F	Y		0	0	0	1	700	1500	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
78	e	F1989	F	Y		0	0	0	1	750	1750	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
77	o	F1989	F	Y		0	0	1	0	900	1200	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
76	ae	F1989	F	Y		0	1	0	0	900	1800	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
75	u	F1989	F	Y		1	0	0	0	750	1600	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
74	ae	F1989	F	Y		0	1	0	0	800	1700	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
73	u	F1989	F	Y		1	0	0	0	700	1400	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
72	e	F1989	F	Y		0	0	0	1	750	1950	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
71	ae	F1989	F	Y		0	1	0	0	850	1550	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
70	e	F1989	F	Y		0	0	0	1	700	1900	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
69	o	F1989	F	Y		0	0	1	0	700	1250	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
68	ae	F1989	F	Y		0	1	0	0	850	1750	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
67	ae	F1989	F	Y		0	1	0	0	900	1700	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
66	ae	F1989	F	Y		0	1	0	0	950	1750	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
65	u	F1989	F	Y		1	0	0	0	750	1500	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
64	o	F1989	F	Y		0	0	1	0	750	1300	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
63	o	F1989	F	Y		0	0	1	0	700	1200	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
62	o	F1989	F	Y		0	0	1	0	850	1250	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
61	ae	F1989	F	Y		0	1	0	0	900	1600	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
60	o	F1989	F	Y		0	0	1	0	700	1350	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
59	ae	F1989	F	Y		0	1	0	0	850	1650	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
58	e	F1989	F	Y		0	0	0	1	800	1950	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
57	e	F1989	F	Y		0	0	0	1	700	1650	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
56	e	F1989	F	Y		0	0	0	1	800	1800	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
55	o	F1989	F	Y		0	0	1	0	800	1300	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
54	e	F1989	F	Y		0	0	0	1	800	1650	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
53	u	F1989	F	Y		1	0	0	0	950	1350	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
52	u	F1989	F	Y		1	0	0	0	950	1900	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
51	ae	F1989	F	Y		0	1	0	0	900	1750	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
50	e	F1989	F	Y		0	0	0	1	750	1550	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
49	e	F1989	F	Y		0	0	0	1	800	1550	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
48	ae	F1989	F	Y		0	1	0	0	950	1850	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
47	ae	F1989	F	Y		0	1	0	0	850	1300	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
46	u	F1989	F	Y	2	1	0	0	0	700	1750	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
45	e	F1989	F	Y		0	0	0	1	750	1900	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
44	ae	F1989	F	Y	1	0	1	0	0	950	1950	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
43	ae	F1989	F	Y		0	1	0	0	950	1300	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
42	e	F1989	F	Y		0	0	0	1	800	1850	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
41	o	F1989	F	Y		0	0	1	0	850	1200	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
40	e	F1989	F	Y		0	0	0	1	700	1550	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
39	ae	F1989	F	Y		0	1	0	0	850	1350	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
38	e	F1989	F	Y		0	0	0	1	750	1700	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
37	u	F1989	F	Y	1	1	0	0	0	950	1200	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
36	o	F1989	F	Y		0	0	1	0	800	1450	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
35	ae	F1989	F	Y	1	0	1	0	0	950	1700	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
34	ae	F1989	F	Y		0	1	0	0	850	1950	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
33	ae	F1989	F	Y		0	1	0	0	800	1750	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
32	ae	F1989	F	Y		0	1	0	0	900	1400	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
31	e	F1989	F	Y		0	0	0	1	750	1650	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
30	ae	F1989	F	Y		0	1	0	0	950	1450	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
29	e	F1989	F	Y		0	0	0	1	700	1850	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
28	ae	F1989	F	Y		0	1	0	0	850	1600	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
27	u	F1989	F	Y		1	0	0	0	700	1300	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
26	e	F1989	F	Y		0	0	0	1	700	1800	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
25	o	F1989	F	Y		0	0	1	0	900	1300	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
24	ae	F1989	F	Y		0	1	0	0	900	1950	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
23	u	F1989	F	Y	2	1	0	0	0	900	1550	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
22	e	F1989	F	Y		0	0	0	1	800	1900	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
21	e	F1989	F	Y		0	0	0	1	700	1950	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
20	ae	F1989	F	Y		0	1	0	0	950	1650	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
19	e	F1989	F	Y		0	0	0	1	700	1700	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
18	ae	F1989	F	Y		0	1	0	0	900	1900	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
17	o	F1989	F	Y	1	0	0	1	0	800	1350	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
16	ae	F1989	F	Y		0	1	0	0	950	1800	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
15	o	F1989	F	Y		0	0	1	0	900	1250	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
14	ae	F1989	F	Y	2	0	1	0	0	950	1600	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
13	o	F1989	F	Y		0	0	1	0	750	1350	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
12	o	F1989	F	Y		0	0	1	0	800	1200	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
11	u	F1989	F	Y	2	1	0	0	0	800	1600	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
10	ae	F1989	F	Y		0	1	0	0	850	1850	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
9	o	F1989	F	Y	2	0	0	1	0	800	1400	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
8	e	F1989	F	Y		0	0	0	1	750	1850	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
7	ae	F1989	F	Y		0	1	0	0	900	1650	536.927	1299.242	559.346	1126.688	539.076	1530.018	613.941	1374.946
102	ae	F1991	F	Y	2	0	1	0	0	950	1550	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
101	ae	F1991	F	Y		0	1	0	0	850	1400	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
100	o	F1991	F	Y		0	0	1	0	750	1400	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
99	ae	F1991	F	Y		0	1	0	0	950	1400	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
98	e	F1991	F	Y		0	0	0	1	900	1850	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
97	e	F1991	F	Y		0	0	0	1	750	1450	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
96	ae	F1991	F	Y		0	1	0	0	800	1250	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
95	ae	F1991	F	Y		0	1	0	0	900	1350	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
94	ae	F1991	F	Y		0	1	0	0	750	1200	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
93	o	F1991	F	Y		0	0	1	0	700	1600	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
92	ae	F1991	F	Y	1	0	1	0	0	850	1450	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
91	o	F1991	F	Y	1	0	0	1	0	800	1500	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
90	e	F1991	F	Y		0	0	0	1	850	1900	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
89	o	F1991	F	Y		0	0	1	0	700	1450	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
88	e	F1991	F	Y		0	0	0	1	850	1700	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
87	ae	F1991	F	Y		0	1	0	0	900	1500	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
86	ae	F1991	F	Y		0	1	0	0	950	1250	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
85	e	F1991	F	Y	1	0	0	0	1	850	1800	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
84	ae	F1991	F	Y		0	1	0	0	850	1500	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
83	ae	F1991	F	Y		0	1	0	0	900	1450	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
82	ae	F1991	F	Y		0	1	0	0	950	1500	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
81	e	F1991	F	Y		0	0	0	1	750	1800	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
80	ae	F1991	F	Y		0	1	0	0	750	1250	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
79	e	F1991	F	Y	2	0	0	0	1	700	1500	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
78	e	F1991	F	Y		0	0	0	1	750	1750	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
77	o	F1991	F	Y		0	0	1	0	900	1200	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
76	ae	F1991	F	Y		0	1	0	0	900	1800	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
75	e	F1991	F	Y		0	0	0	1	750	1600	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
74	ae	F1991	F	Y		0	1	0	0	800	1700	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
73	o	F1991	F	Y		0	0	1	0	700	1400	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
72	e	F1991	F	Y		0	0	0	1	750	1950	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
71	ae	F1991	F	Y		0	1	0	0	850	1550	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
70	e	F1991	F	Y		0	0	0	1	700	1900	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
69	o	F1991	F	Y		0	0	1	0	700	1250	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
68	ae	F1991	F	Y		0	1	0	0	850	1750	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
67	ae	F1991	F	Y		0	1	0	0	900	1700	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
66	ae	F1991	F	Y		0	1	0	0	950	1750	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
65	e	F1991	F	Y		0	0	0	1	750	1500	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
64	u	F1991	F	Y		1	0	0	0	750	1300	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
63	ae	F1991	F	Y		0	1	0	0	700	1200	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
62	ae	F1991	F	Y		0	1	0	0	850	1250	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
61	ae	F1991	F	Y		0	1	0	0	900	1600	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
60	o	F1991	F	Y		0	0	1	0	700	1350	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
59	ae	F1991	F	Y		0	1	0	0	850	1650	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
58	e	F1991	F	Y		0	0	0	1	800	1950	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
57	e	F1991	F	Y	1	0	0	0	1	700	1650	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
56	e	F1991	F	Y		0	0	0	1	800	1800	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
55	ae	F1991	F	Y		0	1	0	0	800	1300	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
54	e	F1991	F	Y		0	0	0	1	800	1650	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
53	ae	F1991	F	Y		0	1	0	0	950	1350	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
52	ae	F1991	F	Y		0	1	0	0	950	1900	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
51	ae	F1991	F	Y		0	1	0	0	900	1750	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
50	e	F1991	F	Y	1	0	0	0	1	750	1550	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
49	e	F1991	F	Y	2	0	0	0	1	800	1550	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
48	ae	F1991	F	Y		0	1	0	0	950	1850	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
47	ae	F1991	F	Y		0	1	0	0	850	1300	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
46	e	F1991	F	Y		0	0	0	1	700	1750	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
45	e	F1991	F	Y		0	0	0	1	750	1900	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
44	ae	F1991	F	Y		0	1	0	0	950	1950	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
43	ae	F1991	F	Y		0	1	0	0	950	1300	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
42	e	F1991	F	Y		0	0	0	1	800	1850	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
41	ae	F1991	F	Y		0	1	0	0	850	1200	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
40	e	F1991	F	Y		0	0	0	1	700	1550	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
39	ae	F1991	F	Y		0	1	0	0	850	1350	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
38	e	F1991	F	Y		0	0	0	1	750	1700	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
37	ae	F1991	F	Y		0	1	0	0	950	1200	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
36	o	F1991	F	Y		0	0	1	0	800	1450	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
35	ae	F1991	F	Y		0	1	0	0	950	1700	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
34	ae	F1991	F	Y		0	1	0	0	850	1950	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
33	e	F1991	F	Y		0	0	0	1	800	1750	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
32	ae	F1991	F	Y		0	1	0	0	900	1400	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
31	e	F1991	F	Y		0	0	0	1	750	1650	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
30	ae	F1991	F	Y		0	1	0	0	950	1450	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
29	e	F1991	F	Y		0	0	0	1	700	1850	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
28	ae	F1991	F	Y		0	1	0	0	850	1600	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
27	o	F1991	F	Y	1	0	0	1	0	700	1300	550.454	1299.995	563.332	1159.034	537.473	1574.789	600.639	1358.12
