"Subject","Gender","Age","BirthYear","LabovHierarchy","Trial","Trial_c","F1","F2","F1_c","F2_c","RT","RT_c","LogRT","LogRT_c","Response","ChosenVowel","F1_ae","F2_ae","F1_e","F2_e","F1_o","F2_o","F1_u","F2_u","ED_e","ED_ae","ED_both"
"F1937","F","old",1937,3,25,-29.5,900,1300,75,-275,440,-89.9497767857143,6.08677472691231,-0.0100081237506764,"BOUGHT","o",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,26,-28.5,700,1800,-125,225,1071,541.050223214286,6.97634807044775,0.879565219784766,"BET","e",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,27,-27.5,700,1300,-125,-275,579,49.0502232142857,6.361302477573,0.264519626910013,"BUT","u",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,28,-26.5,850,1600,25,25,336,-193.949776785714,5.8171111599632,-0.279671690699779,"BAT","ae",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,29,-25.5,700,1850,-125,275,393,-136.949776785714,5.97380961186926,-0.122973238793722,"BET","e",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,30,-24.5,950,1450,125,-125,851,321.050223214286,6.74641212857337,0.649629277910392,"BOUGHT","o",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,31,-23.5,750,1650,-75,75,736,206.050223214286,6.60123011872888,0.504447268065894,"BUT","u",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,32,-22.5,900,1400,75,-175,1486,956.050223214286,7.3038432252777,1.20706037461472,"BOUGHT","o",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,33,-21.5,800,1750,-25,175,612,82.0502232142857,6.41673228251233,0.319949431849343,"BET","e",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,34,-20.5,850,1950,25,375,438,-91.9497767857143,6.08221891037645,-0.0145639402865365,"BET","e",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,35,-19.5,950,1700,125,125,691,161.050223214286,6.53813982376767,0.441356973104687,"BAT","ae",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
"F1937","F","old",1937,3,36,-18.5,800,1450,-25,-125,563,33.0502232142857,6.33327962813969,0.236496777476708,"BUT","u",634.026454545454,1437.80481818182,503.644454545455,1671.46990909091,520.097454545455,1117.85045454545,562.473,1290.64709090909,203.269486093495,109.062563834428,156.166024963961
